"파일","줄","원문","대사"
"src/data/npcTalk.js","708","너는 왜 자꾸 오냐. …대답하지 마라.","너는 왜 자꾸 오냐. …대답하지 마라."
"src/data/npcTalk.js","709","(그론이 오래 벼린 비늘 한 장을 내밀었다.)","(그론이 오래 벼린 비늘 한 장을 내밀었다.)"
"src/data/npcTalk.js","709","평생 만든 것 중에 제일 낫다. 팔려고 했다. 안 팔리더라.","평생 만든 것 중에 제일 낫다. 팔려고 했다. 안 팔리더라."
"src/data/npcTalk.js","709","가져가라. 값은 됐다. 죽지 마라. …가라, 일해야 한다.","가져가라. 값은 됐다. 죽지 마라. …가라, 일해야 한다."
"src/data/npcTalk.js","712","(엘더가 마을 우물가로 불러 따뜻한 차를 내주었다.)","(엘더가 마을 우물가로 불러 따뜻한 차를 내주었다.)"
"src/data/npcTalk.js","712","촌장 노릇을 이백 년 했단다. 그동안 내 이름을 불러 준 이가 몇이나 될까.","촌장 노릇을 이백 년 했단다. 그동안 내 이름을 불러 준 이가 몇이나 될까."
"src/data/npcTalk.js","712","오늘은 촌장 말고 그냥 나이 든 드래곤 엘더로 앉아 있고 싶구나.","오늘은 촌장 말고 그냥 나이 든 드래곤 엘더로 앉아 있고 싶구나."
"src/data/npcTalk.js","713","(엘더가 마을 지도를 펼쳐 놓고는 오래 들여다본다.)","(엘더가 마을 지도를 펼쳐 놓고는 오래 들여다본다.)"
"src/data/npcTalk.js","713","예전엔 마을에 드래곤이 많았지. 마을도 더 컸고, 각자가 지내는 동굴도 더 많았단다.","예전엔 마을에 드래곤이 많았지. 마을도 더 컸고, 각자가 지내는 동굴도 더 많았단다."
"src/data/npcTalk.js","713","그 동굴들은 이제 다 비었어. 모두가 피를 흘려가며 지켰는데도 그렇더구나.","그 동굴들은 이제 다 비었어. 모두가 피를 흘려가며 지켰는데도 그렇더구나."
"src/data/npcTalk.js","713","네가 온 뒤로 예전 생각을 그만하게 되었어.","네가 온 뒤로 예전 생각을 그만하게 되었어."
"src/data/npcTalk.js","713","대신 앞으로 어떤 마을이 될지 기대하고 있지.","대신 앞으로 어떤 마을이 될지 기대하고 있지."
"src/data/npcTalk.js","714","(엘더와 함께 나란히 앉아, 호숫가에서 노을을 보며 저녁을 먹었다.)","(엘더와 함께 나란히 앉아, 호숫가에서 노을을 보며 저녁을 먹었다.)"
"src/data/npcTalk.js","714","촌장인 나는 {name} 네가 이 마을을 이어 주길 바란다.","촌장인 나는 {name} 네가 이 마을을 이어 주길 바란다."
"src/data/npcTalk.js","714","나이 든 드래곤인 나는 그저 네가 저녁마다 이렇게 옆에 앉아 있어 주면 좋겠구나.","나이 든 드래곤인 나는 그저 네가 저녁마다 이렇게 옆에 앉아 있어 주면 좋겠구나."
"src/data/npcTalk.js","717","뭐야, 갑자기 왜 그런 눈으로 봐.","뭐야, 갑자기 왜 그런 눈으로 봐."
"src/data/npcTalk.js","717","너 방금 한 말 다시 한번 해 봐. 내가 잘못 들은 거 아니지?","너 방금 한 말 다시 한번 해 봐. 내가 잘못 들은 거 아니지?"
"src/data/npcTalk.js","717","이거 내가 이긴 거 맞지? 맞다고 해 줘. …아니다, 이기고 지는 건 아무래도 좋아. 나도 네가 좋아.","이거 내가 이긴 거 맞지? 맞다고 해 줘. …아니다, 이기고 지는 건 아무래도 좋아. 나도 네가 좋아."
"src/data/npcTalk.js","718","네가 무슨 말을 하려는지 알 것 같으니 하지 마라.","네가 무슨 말을 하려는지 알 것 같으니 하지 마라."
"src/data/npcTalk.js","718","…아니다, 해라. 늙은이가 끝까지 겁쟁이로 남을 수야 없지.","…아니다, 해라. 늙은이가 끝까지 겁쟁이로 남을 수야 없지."
"src/data/npcTalk.js","718","나도 같은 마음이다. 나를 스승이라 부르든 뭐라 부르든 네 곁에 있을 수 있으면 그걸로 됐다.","나도 같은 마음이다. 나를 스승이라 부르든 뭐라 부르든 네 곁에 있을 수 있으면 그걸로 됐다."
"src/data/npcTalk.js","719","뭐냐, 할 말이 있으면 뜸 들이지 말고 빨리 해라.","뭐냐, 할 말이 있으면 뜸 들이지 말고 빨리 해라."
"src/data/npcTalk.js","719","한 번만 더 말해 봐라. 이번에는 못 들은 척할 테니까. 세 번째로 말하면 그때는 대답해 주마.","한 번만 더 말해 봐라. 이번에는 못 들은 척할 테니까. 세 번째로 말하면 그때는 대답해 주마."
"src/data/npcTalk.js","720","무슨 일이냐, 답지 않게 진지한 얼굴을 하고.","무슨 일이냐, 답지 않게 진지한 얼굴을 하고."
"src/data/npcTalk.js","720","삼백 년을 살았지만, 다른 드래곤에게 다시 이런 감정을 느끼게 될 줄은 몰랐어.","삼백 년을 살았지만, 다른 드래곤에게 다시 이런 감정을 느끼게 될 줄은 몰랐어."
"src/data/npcTalk.js","720","처음 너를 발견했던 게 꿈같을 만큼 멋진 드래곤이 되었구나.","처음 너를 발견했던 게 꿈같을 만큼 멋진 드래곤이 되었구나."
"src/data/npcTalk.js","720","남은 날이 길지 않으니, 조금이라도 더 함께하고 싶단다.","남은 날이 길지 않으니, 조금이라도 더 함께하고 싶단다."
"src/data/npcTalk.js","720","나 역시 너를 좋아한단다.","나 역시 너를 좋아한단다."
"src/data/npcTalk.js","720","앞으로도 곁에 있어 다오.","앞으로도 곁에 있어 다오."
"src/data/npcTalk.js","722","우리 아이는 나처럼 악착같지는 않았으면 좋겠어. 너를 닮아서 좀 느긋하게 컸으면 해.","우리 아이는 나처럼 악착같지는 않았으면 좋겠어. 너를 닮아서 좀 느긋하게 컸으면 해."
"src/data/npcTalk.js","722","(나라가 둥지에 알을 내려놓았다.)","(나라가 둥지에 알을 내려놓았다.)"
"src/data/npcTalk.js","723","이 나이에 아비가 될 줄은 몰랐는데, 생각보다 나쁘지 않구나.","이 나이에 아비가 될 줄은 몰랐는데, 생각보다 나쁘지 않구나."
"src/data/npcTalk.js","723","(카이론이 둥지에 알을 내려놓았다. 앞발이 조금 떨렸다.)","(카이론이 둥지에 알을 내려놓았다. 앞발이 조금 떨렸다.)"
"src/data/npcTalk.js","724","애 이름은 네가 지어라. 나는 그런 건 영 소질이 없다.","애 이름은 네가 지어라. 나는 그런 건 영 소질이 없다."
"src/data/npcTalk.js","724","(그론이 무뚝뚝한 얼굴로 알을 내려놓고는, 자리가 마음에 안 드는지 두 번이나 고쳐 놓았다.)","(그론이 무뚝뚝한 얼굴로 알을 내려놓고는, 자리가 마음에 안 드는지 두 번이나 고쳐 놓았다.)"
"src/data/npcTalk.js","725","삼백 년 만에 이 마을에 아이가 늘겠구나.","삼백 년 만에 이 마을에 아이가 늘겠구나."
"src/data/npcTalk.js","725","(엘더가 떨리는 앞발로 둥지에 알을 내려놓았다.)","(엘더가 떨리는 앞발로 둥지에 알을 내려놓았다.)"
"src/data/npcTalk.js","740","네 이름을 부르는 게 이제 하나도 어색하지가 않구나. 삼백 년을 살면 말이다, 새 이름 외우는 게 제일 힘든 일이 된단다. 그론 그놈 이름도 한 달은 걸렸는데… 아니, 두 달이었나.","네 이름을 부르는 게 이제 하나도 어색하지가 않구나. 삼백 년을 살면 말이다, 새 이름 외우는 게 제일 힘든 일이 된단다. 그론 그놈 이름도 한 달은 걸렸는데… 아니, 두 달이었나."
"src/data/npcTalk.js","741","그런데 네 이름은 사흘이더구나. 왜 그런지는 나도 모르겠다. 차 식는다, 마시거라.","그런데 네 이름은 사흘이더구나. 왜 그런지는 나도 모르겠다. 차 식는다, 마시거라."
"src/data/npcTalk.js","742","(엘더가 낡은 나무 상자를 열어 보여 주었다. 빛바랜 비늘들이 가득했다.)","(엘더가 낡은 나무 상자를 열어 보여 주었다. 빛바랜 비늘들이 가득했다.)"
"src/data/npcTalk.js","743","이 마을을 거쳐 간 아이들 것이란다. 이건 도란이 아버지 거고, 이건… 누구 거였더라. 허허, 이름이 안 나오는구나. 이래서 기록을 해 둬야 하는데.","이 마을을 거쳐 간 아이들 것이란다. 이건 도란이 아버지 거고, 이건… 누구 거였더라. 허허, 이름이 안 나오는구나. 이래서 기록을 해 둬야 하는데."
"src/data/npcTalk.js","744","떠난 아이도 있고 돌아오지 못한 아이도 있지. 언젠가 네 것도 여기 놓이겠다 싶었는데, 요즘은 그 생각을 잘 안 하게 된다. 왜 그런지 물으면… 글쎄다. 무릎이 덜 아파서 그런가.","떠난 아이도 있고 돌아오지 못한 아이도 있지. 언젠가 네 것도 여기 놓이겠다 싶었는데, 요즘은 그 생각을 잘 안 하게 된다. 왜 그런지 물으면… 글쎄다. 무릎이 덜 아파서 그런가."
"src/data/npcTalk.js","745","힘들었느냐고 물어봐 주는 이가 없었단다. 이백 년 동안. 다들 촌장님, 촌장님 하고 뭘 물어보러만 왔지.","힘들었느냐고 물어봐 주는 이가 없었단다. 이백 년 동안. 다들 촌장님, 촌장님 하고 뭘 물어보러만 왔지."
"src/data/npcTalk.js","746","(엘더가 한참을 기침하다가 웃었다.)","(엘더가 한참을 기침하다가 웃었다.)"
"src/data/npcTalk.js","747","그래서 대답을 준비해 둔 적이 없구나. 힘들었지. 지금은… 지금은 안 힘들다고 하면 거짓말이고, 덜 힘들다. 그 정도면 됐지 뭐. 아, 그 얘기 하려던 게 아니었는데. 뭐였더라.","그래서 대답을 준비해 둔 적이 없구나. 힘들었지. 지금은… 지금은 안 힘들다고 하면 거짓말이고, 덜 힘들다. 그 정도면 됐지 뭐. 아, 그 얘기 하려던 게 아니었는데. 뭐였더라."
"src/data/npcTalk.js","750","자세가 어제보다 반 뼘 나아졌다. 반 뼘이면 싸움에서는 목이 붙어 있느냐 떨어지느냐다. 웃지 마라.","자세가 어제보다 반 뼘 나아졌다. 반 뼘이면 싸움에서는 목이 붙어 있느냐 떨어지느냐다. 웃지 마라."
"src/data/npcTalk.js","751","마당이나 쓸어라.","마당이나 쓸어라."
"src/data/npcTalk.js","752","(수련이 끝났는데도 스승이 자리를 뜨지 않았다.)","(수련이 끝났는데도 스승이 자리를 뜨지 않았다.)"
"src/data/npcTalk.js","753","네가 하늘에서 떨어졌다는 소리를 들은 날 말이다. 나도 모르게 마당을 쓸고 있더라. 스무 해 동안 제자 안 받는다고 버틴 놈이. 머리보다 손이 먼저 알았던 게지.","네가 하늘에서 떨어졌다는 소리를 들은 날 말이다. 나도 모르게 마당을 쓸고 있더라. 스무 해 동안 제자 안 받는다고 버틴 놈이. 머리보다 손이 먼저 알았던 게지."
"src/data/npcTalk.js","754","…이 얘기는 여기서 끝이다. 창 들어라. 아직 해가 남았다.","…이 얘기는 여기서 끝이다. 창 들어라. 아직 해가 남았다."
"src/data/npcTalk.js","755","가르칠 게 거의 안 남았다. 하나 남았다면, 너도 언젠가 누굴 가르치게 될 거라는 것. 그날 오늘을 한 번 떠올려 주면 나는 헛산 게 아니고.","가르칠 게 거의 안 남았다. 하나 남았다면, 너도 언젠가 누굴 가르치게 될 거라는 것. 그날 오늘을 한 번 떠올려 주면 나는 헛산 게 아니고."
"src/data/npcTalk.js","756","됐다. 늙은이가 말이 길다. 열 바퀴 뛰고 와라.","됐다. 늙은이가 말이 길다. 열 바퀴 뛰고 와라."
"src/data/npcTalk.js","759","야 솔직히 말해 봐 너 밤에 몰래 연습하지, 안 그러면 그 속도가 말이 안 되잖아, 안 한다고? 안 한다고?? 그게 더 짜증 나네.","야 솔직히 말해 봐 너 밤에 몰래 연습하지, 안 그러면 그 속도가 말이 안 되잖아, 안 한다고? 안 한다고?? 그게 더 짜증 나네."
"src/data/npcTalk.js","760","됐어. 나 내일부터 너보다 일찍 나올 거니까 두고 봐. 아 그리고 너 방금 꼬리 밟았어. 내 꼬리.","됐어. 나 내일부터 너보다 일찍 나올 거니까 두고 봐. 아 그리고 너 방금 꼬리 밟았어. 내 꼬리."
"src/data/npcTalk.js","761","(나라가 허수아비를 세우다 말고 돌아봤다.)","(나라가 허수아비를 세우다 말고 돌아봤다.)"
"src/data/npcTalk.js","762","아빠는 엄마 얘기를 잘 안 해. 꺼내면 표정이 좀 그래져서 나도 안 물어보게 되고, 그래서 스승님한테 물어봤는데 엄마가 티아맷 언니보다 셌대, 언니보다. 나 그 얘기 듣고부터 매일 여기 오는 거야.","아빠는 엄마 얘기를 잘 안 해. 꺼내면 표정이 좀 그래져서 나도 안 물어보게 되고, 그래서 스승님한테 물어봤는데 엄마가 티아맷 언니보다 셌대, 언니보다. 나 그 얘기 듣고부터 매일 여기 오는 거야."
"src/data/npcTalk.js","763","이거 너한테 처음 말하는 거다? …뭘 그런 얼굴로 봐. 허수아비나 잡아. 기울었잖아.","이거 너한테 처음 말하는 거다? …뭘 그런 얼굴로 봐. 허수아비나 잡아. 기울었잖아."
"src/data/npcTalk.js","764","(나라가 자기 몫의 고기를 반으로 갈라 내밀었다.)","(나라가 자기 몫의 고기를 반으로 갈라 내밀었다.)"
"src/data/npcTalk.js","765","경쟁자한테 먹을 걸 주는 게 어딨냐고? 나도 알아 근데 배고픈 애 이겨 봤자 재미없잖아, 그리고 요즘은 이기는 것보다 그냥 같이 가는 게 더 좋고, 아 몰라 먹어.","경쟁자한테 먹을 걸 주는 게 어딨냐고? 나도 알아 근데 배고픈 애 이겨 봤자 재미없잖아, 그리고 요즘은 이기는 것보다 그냥 같이 가는 게 더 좋고, 아 몰라 먹어."
"src/data/npcTalk.js","766","큰 쪽 네가 가져갔지. 봤어.","큰 쪽 네가 가져갔지. 봤어."
"src/data/npcTalk.js","769","너는 생각보다 잘 안 죽더라. 이번 달에 넘어진 게 세 번, 일어난 게 세 번. 칭찬이야. 우리 마을에서는 그게 제일 큰 칭찬이거든.","너는 생각보다 잘 안 죽더라. 이번 달에 넘어진 게 세 번, 일어난 게 세 번. 칭찬이야. 우리 마을에서는 그게 제일 큰 칭찬이거든."
"src/data/npcTalk.js","770","…왜 그렇게 봐.","…왜 그렇게 봐."
"src/data/npcTalk.js","771","(티아맷이 망루 위에서 손짓했다. 올라가 앉으니 마을이 다 보였다.)","(티아맷이 망루 위에서 손짓했다. 올라가 앉으니 마을이 다 보였다.)"
"src/data/npcTalk.js","772","굴이 열둘. 불 켜진 데가 아홉. 촌장님 굴은 새벽 두 시까지 안 꺼져. 나는 누가 시킨 것도 아닌데 매일 밤 여기서 이걸 세.","굴이 열둘. 불 켜진 데가 아홉. 촌장님 굴은 새벽 두 시까지 안 꺼져. 나는 누가 시킨 것도 아닌데 매일 밤 여기서 이걸 세."
"src/data/npcTalk.js","773","오늘은 둘이서 세니까 열둘이 열셋 같네. 그게 뭔 소린지는 나도 모르겠다. 내려가자, 춥다.","오늘은 둘이서 세니까 열둘이 열셋 같네. 그게 뭔 소린지는 나도 모르겠다. 내려가자, 춥다."
"src/data/npcTalk.js","774","무서운 게 하나 생겼어. 네가 안 돌아오는 거. 세지면 무서운 게 없어질 줄 알았는데 그건 아니었고.","무서운 게 하나 생겼어. 네가 안 돌아오는 거. 세지면 무서운 게 없어질 줄 알았는데 그건 아니었고."
"src/data/npcTalk.js","775","순찰 돌다가 자꾸 동쪽을 봐. 네가 나간 쪽. 오늘은 열한 번 봤어. 셌으니까 알아.","순찰 돌다가 자꾸 동쪽을 봐. 네가 나간 쪽. 오늘은 열한 번 봤어. 셌으니까 알아."
"src/data/npcTalk.js","776","어딜 가든 돌아와. 부탁 아니야, 망루지기 명령이야.","어딜 가든 돌아와. 부탁 아니야, 망루지기 명령이야."
"src/data/npcTalk.js","779","우리 이제 친구 맞지? 맞다고 해 줘, 응? 친구 맞으면 눈 한 번 깜빡여 봐. 깜빡였다! 봤어!","우리 이제 친구 맞지? 맞다고 해 줘, 응? 친구 맞으면 눈 한 번 깜빡여 봐. 깜빡였다! 봤어!"
"src/data/npcTalk.js","780","나 온 마을에 다 말하고 다닐 거야. 그론 아저씨한테도. 아저씨는 관심 없다고 하겠지만 사실 다 듣고 있거든? 근데 있잖아, 친구는 뭐부터 하는 거야?","나 온 마을에 다 말하고 다닐 거야. 그론 아저씨한테도. 아저씨는 관심 없다고 하겠지만 사실 다 듣고 있거든? 근데 있잖아, 친구는 뭐부터 하는 거야?"
